Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
Rural,Large,North,Zone 5,1,0,2,4560,Rented,41,0,0,1,165,28.0,18,0,A,5,17,24094
Rural,Mid,South,Zone 2,3,2,2,4858,Rented,58,0,0,0,62,40.0,4,0,B,3,32,4090
Rural,Mid,North,Zone 2,8,0,2,7726,Rented,54,0,0,1,268,26.0,18,0,B,6,22,21063
Rural,Large,West,Zone 5,8,0,3,4781,Company Owned,62,0,0,1,132,24.0,27,0,B,3,25,33087
Rural,Small,North,Zone 6,6,0,3,4510,Rented,30,0,0,1,177,29.0,34,0,C,6,9,45141
Rural,Mid,West,Zone 3,7,4,4,4386,Company Owned,50,0,0,0,85,42.0,18,1,B,1,19,22118
Rural,Mid,West,Zone 3,3,1,7,3961,Rented,29,0,0,0,216,21.0,23,0,A,4,19,30059
Rural,Small,West,Zone 1,5,0,4,3088,Company Owned,66,0,1,1,101,28.0,18,0,B+,5,3,20142
Rural,Large,West,Zone 5,7,1,4,4164,Company Owned,63,0,0,1,270,28.0,10,1,A+,1,25,14085
Rural,Large,North,Zone 6,6,2,2,5580,Rented,22,1,0,1,181,28.0,9,0,B,2,7,10127
Urban,Mid,North,Zone 4,3,0,3,4136,Rented,63,0,0,1,101,22.0,24,0,C,5,26,31137
Rural,Large,South,Zone 6,2,0,3,4344,Company Owned,30,1,1,1,118,41.0,15,0,C,4,29,18066
Rural,Small,North,Zone 1,4,0,4,5370,Rented,34,1,0,0,229,78.0,6,1,B+,2,31,8149
Rural,Large,North,Zone 5,0,0,3,5373,Company Owned,69,0,0,1,261,32.0,4,0,B,3,17,5130
Urban,Mid,North,Zone 2,8,3,3,4931,Rented,33,0,0,1,151,24.0,13,1,B,6,1,15085
Rural,Small,North,Zone 1,7,1,3,9290,Company Owned,35,0,0,1,223,32.0,13,0,A,2,30,17093
Rural,Mid,West,Zone 4,3,0,5,4100,Company Owned,45,0,0,1,231,32.0,22,0,B+,2,26,27146
Urban,Mid,West,Zone 3,8,0,6,3109,Company Owned,59,0,0,1,133,39.0,24,1,A+,6,19,31143
Rural,Small,South,Zone 6,0,3,2,5202,Company Owned,49,0,0,1,264,28.0,20,0,B,4,2,23109
Rural,Small,South,Zone 1,4,0,3,6220,Company Owned,28,0,0,1,226,38.0,24,0,B+,4,30,27149
Rural,Large,South,Zone 6,1,0,2,5183,Company Owned,19,0,0,1,69,32.0,15,0,B+,4,29,18125
Rural,Small,South,Zone 6,3,1,1,6839,Company Owned,46,0,0,1,166,25.0,14,1,A+,5,15,19089
Rural,Small,West,Zone 1,4,0,6,2821,Rented,47,0,0,1,221,24.0,19,1,A+,6,3,25141
Urban,Small,South,Zone 1,5,0,3,4316,Rented,66,1,0,1,73,35.0,24,0,A,3,21,30125
Rural,Large,West,Zone 6,2,0,3,4757,Company Owned,24,0,0,1,191,30.0,35,0,C,6,6,48079
Rural,Large,West,Zone 5,7,0,2,6076,Rented,54,0,0,1,245,48.0,21,1,B,3,14,27123
Rural,Mid,North,Zone 2,5,0,3,5762,Company Owned,54,0,0,0,136,19.0,18,1,A+,2,12,25125
Rural,Large,North,Zone 6,2,2,2,5559,Rented,26,0,0,0,56,31.0,7,0,A,3,6,10067
Rural,Mid,South,Zone 2,1,0,3,3648,Rented,19,0,0,1,255,24.0,26,1,A,5,1,36149
Urban,Large,North,Zone 5,5,3,2,6072,Rented,25,0,0,1,188,34.0,23,0,B+,4,24,27112
Rural,Mid,South,Zone 2,5,0,4,4983,Rented,65,0,0,0,244,19.0,18,1,A+,4,32,24073
Rural,Large,West,Zone 6,8,3,3,5621,Rented,17,0,0,0,247,15.0,20,0,A,4,23,25103
Rural,Mid,South,Zone 3,7,0,2,4259,Rented,61,0,0,0,263,17.0,20,0,B+,6,19,25056
Rural,Small,South,Zone 6,1,0,3,4075,Rented,33,0,0,1,216,30.0,12,0,B,6,2,15100
Rural,Small,West,Zone 6,6,0,4,4564,Company Owned,61,1,0,1,69,29.0,25,0,B+,5,9,29091
Rural,Small,South,Zone 1,1,0,2,5574,Company Owned,68,1,0,1,184,29.0,13,0,C,1,31,17073
Rural,Large,North,Zone 5,8,0,4,4351,Company Owned,43,0,0,0,121,24.0,22,0,C,5,24,28061
Rural,Large,North,Zone 5,5,0,3,4063,Company Owned,36,1,0,1,270,32.0,6,1,B,1,14,8076
Rural,Mid,South,Zone 2,2,0,2,4878,Company Owned,17,0,0,1,167,38.0,23,0,C,5,32,31071
Rural,Mid,South,Zone 4,3,2,2,4500,Rented,17,0,0,1,143,31.0,21,1,A+,3,26,28109
Rural,Large,West,Zone 6,8,0,3,3263,Company Owned,20,0,0,1,183,25.0,30,1,B+,4,6,39073
Rural,Large,South,Zone 5,5,0,2,6475,Rented,56,0,0,1,86,27.0,29,0,A,4,14,39120
Rural,Small,North,Zone 1,4,3,2,2673,Company Owned,58,0,0,1,214,29.0,6,1,C,5,21,8063
Rural,Large,North,Zone 5,3,1,2,5478,Company Owned,47,0,0,1,146,44.0,12,0,C,6,24,15092
Urban,Large,North,Zone 6,3,0,4,3445,Company Owned,22,0,0,1,72,40.0,23,0,C,3,29,30140
Urban,Small,South,Zone 6,8,0,3,4654,Rented,43,0,0,0,71,23.0,6,0,B,1,15,7134
Rural,Mid,West,Zone 2,5,1,4,4436,Rented,66,0,0,1,122,30.0,14,0,B+,3,12,16087
Rural,Mid,West,Zone 4,5,3,6,4339,Rented,64,1,0,1,214,34.0,16,0,B+,2,11,18068
Rural,Large,North,Zone 5,6,4,3,3995,Company Owned,15,0,0,1,209,24.0,14,1,A+,6,5,19109
Rural,Mid,West,Zone 3,0,1,2,3494,Rented,46,0,0,1,149,33.0,5,0,B+,2,19,6080
Rural,Large,West,Zone 5,5,0,3,5196,Company Owned,26,0,0,1,70,30.0,19,1,B,5,25,22113
Rural,Mid,West,Zone 2,7,1,2,5063,Rented,39,0,0,1,151,24.0,20,1,A+,5,12,27079
Rural,Large,North,Zone 5,6,1,3,5102,Company Owned,65,0,0,1,191,31.0,6,0,C,3,24,8125
Urban,Large,North,Zone 6,7,2,3,5724,Company Owned,47,0,0,0,196,24.0,24,0,C,2,4,30125
Rural,Small,South,Zone 6,7,0,4,3583,Company Owned,33,0,0,0,217,25.0,14,0,C,5,9,18103
Rural,Large,North,Zone 6,0,0,2,5879,Rented,35,0,0,1,153,32.0,24,0,C,3,6,31074
Rural,Mid,West,Zone 2,2,0,4,3021,Company Owned,27,0,0,1,258,37.0,4,1,C,2,12,5087
Rural,Large,South,Zone 5,0,0,2,3096,Company Owned,61,0,0,1,171,27.0,25,0,C,6,10,31098
Rural,Mid,South,Zone 2,0,3,2,2669,Company Owned,57,0,0,1,205,30.0,15,0,B+,3,12,17126
Rural,Large,South,Zone 5,7,1,2,5160,Company Owned,51,0,0,1,157,21.0,30,1,A+,3,25,40086
Rural,Mid,North,Zone 2,3,5,3,4528,Rented,30,1,0,1,215,40.0,6,0,C,1,12,8100
Urban,Mid,South,Zone 3,6,3,2,5343,Company Owned,41,0,0,1,100,44.0,22,0,B,5,19,25076
Rural,Mid,South,Zone 4,0,0,3,5251,Rented,31,0,0,0,193,28.0,6,0,C,2,26,8119
Rural,Mid,North,Zone 4,7,0,3,5025,Rented,50,0,0,0,144,17.0,13,0,A,3,26,18138
Rural,Large,North,Zone 6,8,3,4,5195,Company Owned,22,0,0,1,147,44.0,5,0,B+,3,28,6146
Rural,Mid,North,Zone 2,3,1,2,5129,Rented,17,0,0,0,67,35.0,6,0,B+,6,1,7131
Rural,Mid,South,Zone 3,5,3,2,8001,Company Owned,70,0,0,0,61,30.0,22,1,A+,3,27,29129
Rural,Large,South,Zone 6,8,0,2,3970,Company Owned,62,0,0,0,268,31.0,14,1,A+,1,29,20091
Rural,Mid,South,Zone 2,4,2,3,5517,Company Owned,34,1,0,1,60,57.0,10,1,A+,4,22,14062
Rural,Large,North,Zone 5,3,4,3,4860,Company Owned,18,0,0,1,181,28.0,15,1,B+,6,24,17127
Rural,Mid,North,Zone 2,2,0,3,3998,Company Owned,17,1,1,1,175,28.0,25,0,A,5,18,31147
Rural,Mid,South,Zone 2,0,0,2,6442,Company Owned,45,0,0,1,229,21.0,20,0,A,4,32,25097
Rural,Mid,West,Zone 4,2,2,2,5692,Rented,22,0,0,1,239,20.0,16,0,C,2,11,20144
Rural,Large,South,Zone 5,0,1,2,4803,Company Owned,48,0,1,1,227,29.0,11,0,A,5,10,15109
Urban,Large,North,Zone 6,8,0,2,5286,Company Owned,56,0,0,0,93,22.0,25,1,A,5,23,33061
Rural,Mid,West,Zone 2,8,0,3,4092,Rented,29,0,0,0,239,24.0,34,0,B+,3,12,40124
Rural,Large,North,Zone 6,7,1,2,5243,Company Owned,54,0,0,1,154,18.0,8,0,B+,1,23,10065
Rural,Mid,South,Zone 2,8,3,3,4547,Company Owned,33,0,0,1,63,28.0,4,0,B,3,1,4092
Rural,Small,North,Zone 1,6,0,4,8505,Rented,40,0,0,1,240,28.0,12,0,A,6,30,15099
Urban,Large,North,Zone 5,6,2,4,4914,Rented,33,1,0,1,79,30.0,25,0,A,3,17,31089
Rural,Small,West,Zone 6,5,0,7,6830,Company Owned,57,0,0,1,169,30.0,4,0,C,1,15,5058
Rural,Small,West,Zone 6,1,0,4,6035,Rented,31,0,0,1,181,35.0,18,0,B,6,15,20061
Rural,Large,North,Zone 6,7,0,2,3950,Company Owned,52,0,0,1,80,25.0,31,0,B,6,6,37112
Rural,Mid,West,Zone 4,7,1,2,5059,Company Owned,26,0,0,1,211,25.0,16,0,B,6,26,18103
Rural,Large,West,Zone 5,4,0,3,4778,Rented,58,0,0,1,216,31.0,11,1,A+,6,10,14123
Rural,Mid,North,Zone 2,4,3,3,4648,Rented,37,0,0,0,202,19.0,13,0,A,3,1,17099
Rural,Small,East,Zone 1,8,0,2,3858,Company Owned,68,0,1,1,240,39.0,31,1,A+,3,31,42090
Rural,Mid,South,Zone 4,8,1,3,4696,Rented,61,0,0,0,197,23.0,18,0,A,4,26,23125
Rural,Small,West,Zone 6,8,0,3,4546,Company Owned,29,0,0,1,189,35.0,14,0,A,6,15,18110
Rural,Large,North,Zone 6,5,0,3,5462,Rented,56,0,0,1,71,29.0,24,0,B+,3,23,28097
Rural,Mid,South,Zone 2,1,0,1,6183,Company Owned,66,0,0,1,128,39.0,19,0,A,3,22,24127
Rural,Large,West,Zone 5,0,2,3,4206,Company Owned,52,0,0,0,103,34.0,26,0,A,5,14,33098
Rural,Mid,West,Zone 2,1,0,2,4723,Company Owned,22,0,0,1,87,53.0,18,0,B,3,12,20105
Rural,Large,North,Zone 6,3,0,2,5759,Company Owned,17,0,0,0,109,26.0,13,0,B+,6,29,15124
Rural,Mid,North,Zone 4,6,2,2,4697,Rented,59,0,0,0,156,24.0,7,1,A,6,26,9077
Rural,Small,South,Zone 6,3,3,2,9182,Rented,53,0,0,1,76,27.0,15,0,A,3,15,18141
Urban,Small,South,Zone 1,7,0,2,4942,Rented,16,0,0,1,84,39.0,13,0,C,4,21,16107
Rural,Mid,North,Zone 2,3,0,3,4068,Rented,53,0,1,1,105,36.0,5,1,A+,2,12,7092
Urban,Mid,South,Zone 3,1,0,2,6169,Rented,34,0,0,1,125,19.0,24,0,B,2,19,28101
Rural,Mid,West,Zone 4,8,1,2,6173,Rented,63,0,0,0,259,20.0,5,1,A+,6,11,7144
Rural,Large,North,Zone 5,1,0,2,4947,Company Owned,65,0,0,0,106,28.0,20,0,C,3,14,26055
Rural,Small,West,Zone 6,0,0,4,6006,Company Owned,30,0,0,1,75,28.0,11,0,C,1,15,15103
Rural,Small,South,Zone 6,7,2,3,3596,Rented,62,0,0,0,222,38.0,17,0,A,4,9,22086
Rural,Large,West,Zone 5,6,0,4,6419,Company Owned,44,0,0,1,166,26.0,15,0,B,2,14,19091
Rural,Large,West,Zone 5,7,1,2,5669,Company Owned,50,0,0,0,195,42.0,11,1,A+,4,14,15072
Rural,Mid,North,Zone 2,8,1,3,4947,Rented,53,0,0,0,146,22.0,12,1,A+,6,12,16137
Rural,Mid,South,Zone 2,3,0,2,4691,Rented,32,0,0,0,167,22.0,38,0,A,5,12,52102
Rural,Large,West,Zone 6,0,0,3,4479,Company Owned,41,0,0,1,231,38.0,7,0,B,3,23,8078
Rural,Small,South,Zone 1,6,0,2,4690,Rented,24,1,1,1,245,28.0,22,0,A,2,21,30105
Rural,Large,West,Zone 6,5,2,4,4181,Rented,31,0,0,1,122,41.0,11,0,B+,3,6,12126
Rural,Small,North,Zone 6,0,0,4,4031,Rented,25,0,0,1,181,26.0,19,0,B+,6,13,22129
Rural,Large,South,Zone 5,7,1,3,5631,Company Owned,61,0,0,1,144,37.0,21,0,A,2,25,26107
Rural,Mid,West,Zone 4,5,0,4,6297,Company Owned,63,1,0,1,207,20.0,12,0,B+,3,26,15061
Rural,Mid,South,Zone 3,3,3,3,5335,Company Owned,69,0,0,0,217,30.0,9,1,C,4,19,11149
Urban,Large,West,Zone 6,3,0,3,3686,Company Owned,20,0,0,0,162,32.0,23,1,A+,6,23,29098
Rural,Mid,North,Zone 3,3,1,2,6060,Rented,20,0,0,1,187,41.0,21,0,A,6,27,27064
Rural,Large,North,Zone 5,5,0,2,7969,Rented,59,0,0,0,183,25.0,15,0,B+,2,5,18083
Rural,Mid,North,Zone 2,8,0,2,5425,Company Owned,18,0,0,1,221,31.0,20,1,A+,4,1,26142
Rural,Small,West,Zone 6,7,1,5,6729,Company Owned,65,0,0,1,260,27.0,5,0,C,1,15,6080
Rural,Mid,West,Zone 4,1,4,3,5676,Rented,60,0,0,0,206,23.0,25,0,B,6,26,29106
Rural,Small,North,Zone 6,6,0,2,5490,Rented,18,0,0,0,82,39.0,4,0,B+,2,9,5150
Rural,Mid,West,Zone 4,5,5,4,4702,Company Owned,24,0,0,1,213,20.0,26,1,A+,5,26,34120
Rural,Small,North,Zone 1,1,0,4,4264,Rented,53,0,0,0,76,18.0,5,0,B+,5,21,6124
Rural,Mid,West,Zone 4,1,0,3,4987,Company Owned,59,0,0,0,90,30.0,6,0,A,1,11,8058
Urban,Small,South,Zone 1,8,0,3,4352,Company Owned,26,0,0,1,143,28.0,24,1,B+,5,16,29140
Rural,Large,North,Zone 6,0,0,3,4528,Rented,43,0,0,1,146,33.0,5,0,B,4,6,6084
Rural,Large,North,Zone 6,8,0,3,4413,Company Owned,62,0,0,1,204,32.0,13,1,A+,4,28,17142
Urban,Large,North,Zone 5,3,3,2,6009,Company Owned,40,0,0,1,240,32.0,14,0,B+,3,17,16081
Rural,Large,North,Zone 5,8,1,3,4763,Company Owned,37,0,0,0,106,23.0,6,1,C,1,25,8080
Rural,Large,West,Zone 5,6,1,5,3494,Rented,22,0,0,0,172,23.0,18,0,B+,3,14,22057
Urban,Small,West,Zone 6,5,0,4,4720,Company Owned,38,0,0,1,231,37.0,11,0,B,6,8,13060
Rural,Mid,South,Zone 2,7,1,2,5317,Company Owned,21,0,0,1,174,46.0,26,0,B+,2,32,31141
Urban,Mid,North,Zone 4,4,0,3,3294,Rented,38,0,0,0,268,24.0,28,1,A+,4,26,40091
Rural,Large,North,Zone 6,0,0,2,6877,Company Owned,34,0,0,1,136,28.0,25,0,A,2,23,31086
Rural,Large,North,Zone 6,5,0,5,4830,Company Owned,62,0,0,1,159,26.0,28,0,A,4,28,38095
Rural,Large,West,Zone 5,8,1,3,5181,Company Owned,16,0,0,1,214,24.0,7,1,B,1,10,8056
Rural,Mid,West,Zone 3,4,0,4,3990,Company Owned,62,0,0,0,268,26.0,24,1,A,5,19,31150
Rural,Mid,North,Zone 2,5,0,2,5796,Rented,47,0,0,1,107,35.0,27,1,B+,6,18,34057
Rural,Small,West,Zone 6,0,1,3,5148,Rented,15,0,0,1,268,36.0,25,0,A,6,9,33085
Rural,Mid,South,Zone 3,2,2,2,4638,Rented,23,0,0,0,103,37.0,7,0,B+,3,27,8102
Rural,Small,South,Zone 1,6,0,4,5888,Rented,64,0,0,0,223,17.0,24,0,C,6,16,30138
Rural,Small,South,Zone 1,0,0,1,4408,Rented,65,0,0,0,181,39.0,25,0,C,2,21,31070
Rural,Small,West,Zone 6,2,0,4,3309,Rented,67,0,0,0,166,36.0,37,0,A+,3,9,50138
Rural,Small,West,Zone 6,3,0,4,5647,Rented,23,0,0,1,79,34.0,34,1,C,6,9,48058
Rural,Large,North,Zone 5,5,0,2,7498,Rented,33,0,0,0,118,14.0,6,0,B,2,14,8151
Rural,Mid,North,Zone 4,0,0,3,5162,Rented,43,1,0,1,151,31.0,20,0,B,5,26,25130
Rural,Mid,North,Zone 4,3,2,3,4209,Company Owned,28,0,0,1,84,44.0,12,1,A,6,26,16090
Rural,Small,North,Zone 6,6,0,2,6251,Company Owned,28,0,0,0,93,30.0,15,1,A+,2,13,20066
Rural,Mid,West,Zone 4,1,1,4,4116,Rented,59,0,0,1,55,27.0,10,0,C,1,11,13133
Rural,Mid,North,Zone 4,7,3,3,4383,Company Owned,34,1,0,1,268,24.0,29,1,A+,2,26,38110
Rural,Large,North,Zone 6,3,0,4,5580,Company Owned,30,0,0,1,148,29.0,26,0,B,6,29,30106
Rural,Large,North,Zone 5,8,0,2,5125,Company Owned,65,0,0,1,129,34.0,18,0,B+,3,17,22097
Rural,Large,North,Zone 6,6,4,2,5041,Company Owned,60,0,0,0,132,31.0,24,1,B+,5,23,29133
Urban,Mid,West,Zone 4,3,0,5,6289,Company Owned,45,0,0,0,267,33.0,15,1,B,4,26,17091
Rural,Large,West,Zone 6,7,0,4,3083,Rented,65,0,0,1,111,25.0,19,0,C,6,23,24076
Rural,Mid,South,Zone 2,5,0,3,4855,Company Owned,58,0,0,1,133,29.0,8,1,C,1,12,12108
Rural,Mid,North,Zone 2,8,0,3,5045,Company Owned,27,0,0,1,253,25.0,24,1,A+,3,22,30122
Rural,Mid,West,Zone 2,1,3,3,4830,Company Owned,20,0,0,1,207,33.0,14,0,B+,6,1,17128
Rural,Small,South,Zone 1,6,1,2,5254,Rented,55,0,0,0,121,23.0,8,1,B,6,16,10112
Rural,Large,West,Zone 5,3,5,3,4837,Rented,27,0,0,0,150,28.0,11,0,B+,3,14,12138
Rural,Large,North,Zone 6,7,2,3,6484,Company Owned,25,0,0,1,129,27.0,13,1,A+,5,28,18074
Rural,Large,North,Zone 6,5,5,4,3245,Rented,36,0,0,1,138,28.0,4,0,B+,1,6,5126
Rural,Large,West,Zone 6,5,0,5,3650,Rented,21,0,0,1,149,26.0,31,0,C,5,23,40127
Rural,Large,North,Zone 6,4,0,3,4154,Company Owned,64,0,0,1,111,42.0,15,1,C,5,6,20084
Rural,Large,West,Zone 6,0,0,4,4393,Company Owned,32,0,0,1,92,34.0,8,0,A,1,23,10074
Rural,Mid,South,Zone 3,6,0,3,3637,Company Owned,64,0,0,1,170,29.0,17,1,A+,4,19,25145
Rural,Small,South,Zone 1,1,2,3,7954,Rented,58,0,0,1,68,28.0,7,0,A,5,21,9139
Rural,Large,South,Zone 5,3,0,3,4910,Rented,53,0,0,1,234,26.0,12,1,A+,1,25,18067
Rural,Mid,North,Zone 2,2,1,3,4221,Company Owned,47,0,0,1,131,26.0,18,0,B,3,1,21111
Urban,Large,North,Zone 5,6,0,2,3682,Company Owned,19,0,0,1,57,34.0,6,1,A+,6,25,8057
Urban,Mid,West,Zone 4,1,0,4,4950,Rented,57,0,0,0,241,37.0,20,0,A,6,11,26085
Urban,Large,North,Zone 6,5,0,4,4210,Rented,26,0,0,0,171,24.0,25,0,B+,5,23,31092
Rural,Large,North,Zone 6,6,0,2,5688,Company Owned,64,0,0,1,198,33.0,23,0,A,6,6,31139
Rural,Large,West,Zone 6,5,0,3,4521,Company Owned,36,0,1,1,270,32.0,11,0,A,1,23,15068
Rural,Mid,West,Zone 4,1,2,2,4389,Company Owned,34,0,0,1,226,38.0,16,0,B,4,11,18146
Rural,Mid,South,Zone 2,8,0,2,5408,Company Owned,31,0,0,0,146,41.0,21,0,B,4,32,24115
Rural,Mid,North,Zone 2,3,4,2,5053,Rented,52,0,1,1,234,30.0,6,1,A,4,12,8146
Rural,Large,West,Zone 6,2,0,2,6327,Company Owned,61,0,1,1,182,25.0,22,0,B,4,23,28149
Urban,Mid,South,Zone 3,6,0,2,4775,Company Owned,22,0,0,0,86,41.0,20,0,B,1,19,24110
Rural,Large,West,Zone 6,0,1,4,4477,Company Owned,62,0,0,0,247,27.0,10,0,B,6,23,13113
Urban,Small,West,Zone 6,3,0,4,3739,Company Owned,51,0,0,1,220,41.0,16,1,A,3,2,20140
Rural,Large,South,Zone 6,6,1,2,3226,Rented,48,0,0,0,170,20.0,8,0,B,5,23,10129
Rural,Small,West,Zone 1,4,1,4,5028,Rented,57,0,0,1,261,26.0,7,0,B+,2,30,8151
Rural,Mid,South,Zone 3,7,0,2,6008,Company Owned,36,0,0,1,103,34.0,21,0,C,3,27,29069
Rural,Mid,North,Zone 2,8,1,4,5724,Company Owned,17,0,0,1,167,26.0,4,0,B+,5,12,5135
Rural,Large,North,Zone 6,7,1,2,3789,Company Owned,18,1,0,1,92,31.0,28,0,A,5,28,36075
Rural,Large,West,Zone 5,1,0,6,5768,Rented,21,0,0,1,60,29.0,19,0,C,3,10,24115
Rural,Mid,North,Zone 4,5,0,3,4983,Company Owned,47,1,0,1,108,37.0,17,0,A,2,26,23140
Rural,Large,North,Zone 5,6,0,3,3746,Rented,20,0,0,0,143,26.0,12,0,B,6,24,14099
Rural,Small,North,Zone 6,6,0,2,6174,Company Owned,26,0,0,1,171,58.0,5,1,C,3,13,7092
Rural,Small,South,Zone 6,1,4,2,6327,Rented,27,1,0,1,148,33.0,14,0,B+,4,2,17089
Rural,Mid,North,Zone 2,7,2,3,7040,Rented,43,0,0,1,271,33.0,25,1,B,6,12,31099
Rural,Mid,West,Zone 3,8,0,4,4244,Company Owned,55,1,0,1,173,28.0,9,1,A+,5,19,12148
Rural,Small,North,Zone 6,8,0,2,5951,Company Owned,52,0,0,0,204,26.0,33,1,A+,4,8,47067
Rural,Mid,West,Zone 4,7,0,4,3491,Company Owned,70,0,0,0,247,32.0,20,0,A,4,11,25116
Urban,Large,North,Zone 6,3,1,3,3910,Rented,41,0,0,0,70,18.0,16,0,A,6,23,21071
Rural,Large,West,Zone 6,6,1,4,4445,Company Owned,66,0,0,0,224,23.0,7,0,B,2,6,9133
Rural,Large,West,Zone 6,0,0,6,5152,Rented,29,0,0,0,163,17.0,39,0,B,4,23,48125
Rural,Large,West,Zone 5,8,0,3,4443,Rented,58,0,0,0,133,26.0,15,1,C,6,10,20125
Rural,Large,North,Zone 6,5,1,4,4210,Rented,23,1,0,1,145,39.0,11,1,B,3,6,13096
Rural,Large,North,Zone 6,8,1,2,4980,Rented,56,0,0,1,189,22.0,12,1,A+,6,29,15101
Rural,Mid,South,Zone 2,7,0,2,5381,Company Owned,25,0,0,0,106,21.0,24,1,A,6,12,31148
Rural,Mid,North,Zone 3,5,0,3,5799,Company Owned,26,0,0,1,135,33.0,5,0,B,2,27,6058
Rural,Mid,South,Zone 4,6,5,2,6309,Company Owned,70,0,0,0,211,23.0,20,0,B,4,26,23073
Rural,Mid,North,Zone 2,0,0,2,4907,Rented,35,0,0,1,110,33.0,4,0,A,4,1,5099
Rural,Large,North,Zone 5,5,1,6,4067,Company Owned,29,0,0,1,121,31.0,20,1,A+,6,24,26092
Rural,Mid,West,Zone 4,6,0,4,3336,Rented,39,0,0,1,209,27.0,27,0,A,6,26,35146
Rural,Mid,West,Zone 4,0,0,4,4452,Rented,26,0,0,0,140,17.0,36,0,C,6,11,49141
Rural,Mid,North,Zone 3,3,1,2,6224,Company Owned,25,0,0,1,98,25.0,19,0,A,4,27,24065
Rural,Mid,South,Zone 3,4,0,3,4180,Company Owned,64,0,0,1,253,29.0,34,1,A+,6,27,48068
Rural,Mid,South,Zone 4,3,0,2,5282,Company Owned,54,0,0,1,56,28.0,24,1,B+,3,26,31121
Rural,Mid,West,Zone 2,5,1,4,4461,Company Owned,23,0,0,0,198,32.0,27,0,B+,2,12,32100
Rural,Mid,West,Zone 4,0,0,3,5079,Rented,28,0,0,1,68,28.0,24,0,C,4,26,30123
Rural,Mid,South,Zone 3,6,1,4,5383,Rented,47,0,0,0,170,16.0,5,0,B,3,27,6123
Rural,Mid,West,Zone 2,0,3,2,3969,Rented,51,0,0,1,257,30.0,4,0,B+,1,18,4119
Rural,Large,North,Zone 5,8,0,2,2915,Company Owned,46,0,0,1,234,25.0,5,1,C,3,24,7084
Rural,Mid,South,Zone 2,1,3,4,5143,Company Owned,68,0,0,1,104,32.0,24,0,A,6,32,31090
Rural,Small,West,Zone 6,7,5,3,5394,Company Owned,29,0,0,1,195,21.0,7,0,B,3,8,8142
Rural,Mid,West,Zone 3,3,1,2,4829,Company Owned,30,0,0,1,249,18.0,23,0,B+,5,19,26119
Rural,Large,North,Zone 6,4,0,3,4651,Rented,53,0,0,0,89,22.0,6,1,C,2,29,8128
Rural,Large,West,Zone 5,8,0,4,5225,Company Owned,41,0,0,0,244,32.0,24,0,B,6,10,30136
Rural,Small,West,Zone 6,6,2,4,4680,Rented,55,0,0,0,150,24.0,10,0,B,2,15,12090
Rural,Mid,West,Zone 4,6,0,2,7387,Company Owned,42,0,0,1,159,27.0,29,0,B,6,26,34135
Rural,Small,South,Zone 1,6,0,2,6906,Rented,54,0,0,1,57,28.0,38,1,A+,5,21,53069
Rural,Mid,West,Zone 3,1,0,3,4900,Company Owned,24,0,0,0,150,28.0,6,0,A+,4,27,8100
Rural,Small,North,Zone 6,8,4,2,5302,Company Owned,35,0,0,0,127,22.0,28,0,C,3,13,37100
Rural,Large,South,Zone 5,5,0,4,4712,Company Owned,39,0,0,0,249,17.0,7,1,C,3,10,9123
Rural,Large,West,Zone 5,3,3,3,3937,Rented,27,0,0,0,186,20.0,21,1,C,3,25,28094
Rural,Small,North,Zone 1,3,5,2,5706,Company Owned,24,0,0,0,257,48.0,16,0,A,2,21,20116
Rural,Large,North,Zone 6,6,0,4,4368,Company Owned,57,0,0,1,130,26.0,4,0,C,1,28,5128
Urban,Large,South,Zone 6,3,0,4,3763,Rented,65,0,0,1,261,39.0,24,0,A,2,23,30093
Rural,Small,South,Zone 1,6,4,4,5776,Rented,59,0,0,0,211,37.0,6,0,A,1,16,7091
Urban,Mid,West,Zone 4,3,0,6,4085,Rented,22,0,0,0,137,15.0,26,0,B,5,26,32128
Rural,Small,North,Zone 1,7,1,4,3969,Company Owned,51,0,0,0,246,25.0,5,0,B+,2,3,6094
Rural,Small,West,Zone 6,3,2,5,5518,Company Owned,45,0,0,1,138,23.0,16,0,B,3,8,19136
Rural,Mid,West,Zone 4,8,0,2,5128,Rented,22,0,0,0,256,31.0,17,1,A+,5,26,22125
Rural,Mid,South,Zone 2,1,0,2,5310,Rented,19,0,0,1,163,28.0,37,0,B,6,32,46142
Rural,Mid,West,Zone 4,3,0,2,3760,Rented,33,0,0,0,137,20.0,28,0,C,6,11,38139
Rural,Mid,South,Zone 4,1,0,4,4781,Rented,27,0,0,0,268,18.0,18,0,C,2,26,23067
Rural,Mid,North,Zone 4,3,4,2,4778,Rented,26,1,0,1,183,39.0,24,1,C,5,26,31070
Rural,Mid,North,Zone 2,6,0,5,3629,Rented,39,0,0,0,190,21.0,16,0,B+,4,12,20087
Rural,Large,South,Zone 5,4,0,2,6123,Rented,33,0,0,1,101,31.0,19,1,C,6,25,24086
Rural,Mid,West,Zone 4,5,0,2,4120,Company Owned,46,0,0,0,200,17.0,21,1,A,5,26,29133
